PULocationID,hour,day_of_week,is_weekend,predicted_total,predicted_long,predicted_long_rate,LocationID,Borough,Zone,recommendation_score
228,4,3,0,2.759592557962152,2.1954993762996198,0.7955882363738898,228,Brooklyn,Sunset Park West,2.1954993762996198
198,4,3,0,4.791627149667993,2.163034465769625,0.4514196113776298,198,Queens,Ridgewood,2.163034465769625
87,4,3,0,4.7127895172360965,2.008772814890153,0.42623860190306895,87,Manhattan,Financial District North,2.008772814890153
237,4,3,0,7.724039654356226,1.8965399026119465,0.24553730787002503,237,Manhattan,Upper East Side South,1.8965399026119465
166,4,3,0,4.05777414080036,1.8773358103214464,0.46265162751299865,166,Manhattan,Morningside Heights,1.8773358103214464
151,4,3,0,4.942468020676651,1.8773358103214464,0.37983772529587934,151,Manhattan,Manhattan Valley,1.8773358103214464
34,4,3,0,2.6748112698365913,1.8417242140276548,0.6885436123275228,34,Brooklyn,Brooklyn Navy Yard,1.8417242140276548
50,4,3,0,6.774382641946829,1.8178074663062567,0.2683355166639736,50,Manhattan,Clinton West,1.8178074663062567
89,4,3,0,2.032644285130612,1.7993969190005077,0.8852492943126463,89,Brooklyn,Flatbush/Ditmas Park,1.7993969190005077
225,4,3,0,3.2329649407868506,1.7355833512131347,0.5368395213066314,225,Brooklyn,Stuyvesant Heights,1.7355833512131347
211,4,3,0,6.162619257532112,1.592915583568242,0.2584802852490586,211,Manhattan,SoHo,1.592915583568242
125,4,3,0,5.8169850261660905,1.592915583568242,0.27383869416939427,125,Manhattan,Hudson Sq,1.592915583568242
216,4,3,0,2.9556343867990766,1.574505036262493,0.5327130592656512,216,Queens,South Ozone Park,1.574505036262493
82,4,3,0,4.002164853027723,1.4430842690354317,0.36057591879147805,82,Queens,Elmhurst,1.4430842690354317
45,4,3,0,3.303259270059101,1.4102318556986384,0.4269213344774499,45,Manhattan,Chinatown,1.4102318556986384
112,4,3,0,6.2083132307681455,1.4018805180812173,0.22580698910833863,112,Brooklyn,Greenpoint,1.4018805180812173
25,4,3,0,2.247998153128008,1.3525680176497703,0.6016766587497951,25,Brooklyn,Boerum Hill,1.3525680176497703
197,4,3,0,2.3810605759630166,1.2925482001449817,0.5428455761240818,197,Queens,Richmond Hill,1.2925482001449817
215,4,3,0,1.507499034655524,1.2925482001449817,0.8574122904432504,215,Queens,South Jamaica,1.2925482001449817
97,4,3,0,1.811698944961752,1.2685454981788098,0.7001966312927289,97,Brooklyn,Fort Greene,1.2685454981788098
17,4,3,0,1.811698944961752,1.263084557798768,0.69718236648056,17,Brooklyn,Bedford,1.263084557798768
146,4,3,0,3.039473138205608,1.263084557798768,0.415560362064738,146,Queens,Long Island City/Queens Plaza,1.263084557798768
51,4,3,0,1.2507692312243117,1.2507692312243117,1.0,51,Bronx,Co-Op City,1.2507692312243117
86,4,3,0,1.2507692312243117,1.2507692312243117,1.0,86,Queens,Far Rockaway,1.2507692312243117
143,4,3,0,3.6358353271636497,1.209786399954468,0.3327396020705465,143,Manhattan,Lincoln Square West,1.209786399954468
243,4,3,0,2.346199977995255,1.2081297766526542,0.5149304355909842,243,Manhattan,Washington Heights North,1.2081297766526542
49,4,3,0,2.032644285130612,1.1741748036606765,0.5776587729836002,49,Brooklyn,Clinton Hill,1.1741748036606765
182,4,3,0,1.2507692312243117,1.1741748036606765,0.9387621428065823,182,Bronx,Parkchester,1.1741748036606765
224,4,3,0,2.873448554343903,1.1247105253629477,0.3914148814888923,224,Manhattan,Stuy Town/Peter Cooper Village,1.1247105253629477
88,4,3,0,1.766004971725718,1.0980202290764844,0.6217537587130985,88,Manhattan,Financial District South,1.0980202290764844
13,4,3,0,1.663106684148005,1.0980202290764844,0.6602223654936428,13,Manhattan,Battery Park City,1.0980202290764844
179,4,3,0,1.7088006573840386,1.0890989290691562,0.6373469745361822,179,Queens,Old Astoria,1.0890989290691562
188,4,3,0,1.7088006573840386,1.0890989290691562,0.6373469745361822,188,Brooklyn,Prospect-Lefferts Gardens,1.0890989290691562
223,4,3,0,1.9447613677967603,1.0890989290691562,0.5600167440095786,223,Queens,Steinway,1.0890989290691562
168,4,3,0,2.441841716467006,1.062408632782693,0.43508497115850964,168,Bronx,Mott Haven/Port Morris,1.062408632782693
39,4,3,0,1.096929872816485,1.062408632782693,0.9685292187866531,39,Brooklyn,Canarsie,1.062408632782693
71,4,3,0,1.4864243828092047,1.062408632782693,0.7147411231070085,71,Brooklyn,East Flatbush/Farragut,1.062408632782693
261,4,3,0,2.2023041798919745,1.0196298022464598,0.4629831844102815,261,Manhattan,World Trade Center,1.0196298022464598
177,4,3,0,1.6564530354900078,1.0113533161533539,0.6105535710852061,177,Brooklyn,Ocean Hill,1.0113533161533539
18,4,3,0,1.2507692312243117,0.9945055224554153,0.7951151160649728,18,Bronx,Bedford Park,0.9945055224554153
218,4,3,0,0.9808270220952086,0.9027673262873098,0.920414411461513,218,Queens,Springfield Gardens North,0.9027673262873098
209,4,3,0,1.643060928178177,0.8891880122266426,0.541177747566898,209,Manhattan,Seaport,0.8891880122266426
205,4,3,0,1.0666346462328953,0.8449909182910368,0.7922027671568213,205,Queens,Saint Albans,0.8449909182910368
35,4,3,0,1.3533619599741964,0.8449909182910368,0.6243643188457488,35,Brooklyn,Brownsville,0.8449909182910368
63,4,3,0,1.507499034655524,0.8449909182910368,0.560525014521236,63,Brooklyn,Cypress Hills,0.8449909182910368
